Node,Centrality
r,0.039603960396039604
##so,0.0029120559114735
##n,0.036983110075713456
##or,0.014269073966220153
n,0.0337798485730926
##st,0.006115317414094351
##em,0.006697728596389051
##i,0.026499708794408855
##wai,0.0005824111822947001
##ting,0.0032032615026208505
cardiac,0.008736167734420501
cat,0.006697728596389051
##he,0.0017472335468841002
##ter,0.004076878276062901
##ization,0.0052417006406523005
cc,0.010192195690157252
male,0.004076878276062901
w,0.050378567268491554
type,0.0029120559114735
2,0.06523005241700641
##yper,0.0026208503203261502
##lip,0.0011648223645894002
##ide,0.00786255096097845
##mia,0.0110658124635993
positive,0.006697728596389051
family,0.004076878276062901
history,0.015433896330809552
ca,0.010192195690157252
##d,0.046301688992428654
##x,0.027955736750145604
x,0.011939429237041351
##rt,0.0029120559114735
chest,0.012521840419336051
ho,0.0008736167734420501
##g,0.0314502038439138
##kin,0.0011648223645894002
l,0.06202679091438556
##ymph,0.0017472335468841002
##oma,0.004368083867210251
p,0.08969132207338382
hp,0.007571345369831101
pleasant,0.0023296447291788003
risk,0.0032032615026208505
factors,0.0011648223645894002
recently,0.0032032615026208505
diagnosed,0.0037856726849155504
##id,0.02009318578916715
##dm,0.0011648223645894002
extensive,0.0011648223645894002
well,0.010483401281304601
presents,0.007280139778683751
pain,0.03348864298194525
found,0.00553290623179965
mode,0.0017472335468841002
##sto,0.0017472335468841002
state,0.0011648223645894002
hospital,0.006988934187536401
ms,0.006115317414094351
##h,0.036983110075713456
transferred,0.006697728596389051
ss,0.0026208503203261502
woke,0.0011648223645894002
1,0.056785090273733255
16,0.012230634828188702
intermittent,0.0011648223645894002
##tu,0.0005824111822947001
##ttering,0.0005824111822947001
pressure,0.0017472335468841002
like,0.004368083867210251
sub,0.006406523005241701
##ster,0.00145602795573675
##nal,0.008736167734420501
rating,0.0005824111822947001
7,0.023878858474082703
10,0.03640069889341876
lasting,0.0017472335468841002
15,0.011357018054746652
minutes,0.004659289458357601
45,0.004076878276062901
active,0.0049504950495049506
walking,0.0023296447291788003
exercises,0.0005824111822947001
gardening,0.0005824111822947001
experienced,0.0011648223645894002
radiated,0.0005824111822947001
left,0.011939429237041351
arm,0.004368083867210251
jaw,0.00145602795573675
shoulder,0.00145602795573675
causing,0.0005824111822947001
throat,0.0029120559114735
tight,0.0005824111822947001
##ness,0.013104251601630751
denied,0.0011648223645894002
associated,0.0034944670937682005
##b,0.027955736750145604
##oe,0.0034944670937682005
di,0.026499708794408855
##aph,0.0008736167734420501
##ores,0.0005824111822947001
##is,0.017181129877693654
##al,0.025334886429819452
##pit,0.0017472335468841002
##ations,0.0037856726849155504
fever,0.0037856726849155504
##s,0.08532323820617356
chill,0.0008736167734420501
v,0.0180547466511357
constitutional,0.0011648223645894002
symptoms,0.00902737332556785
took,0.0017472335468841002
##a,0.0361094933022714
81,0.0049504950495049506
##1,0.016598718695398952
called,0.0017472335468841002
presented,0.005824111822947
e,0.0442632498543972
vital,0.0020384391380314504
follows,0.0017472335468841002
##f,0.023587652882935354
109,0.0005824111822947001
bp,0.015142690739662202
169,0.0011648223645894002
248,0.0011648223645894002
##k,0.009609784507862552
demonstrated,0.0011648223645894002
sin,0.0029120559114735
ta,0.004659289458357601
##chy,0.00145602795573675
##card,0.00145602795573675
##ia,0.013395457192778102
104,0.0011648223645894002
##pm,0.004076878276062901
depression,0.004368083867210251
received,0.004076878276062901
##phine,0.0005824111822947001
mg,0.014560279557367502
iv,0.015142690739662202
325,0.0023296447291788003
sl,0.004076878276062901
lo,0.0052417006406523005
##press,0.0011648223645894002
5,0.041933605125218404
3,0.04746651135701806
resolved,0.0020384391380314504
free,0.0023296447291788003
since,0.007280139778683751
6,0.035527082119976704
hours,0.00145602795573675
presentation,0.0011648223645894002
beat,0.0005824111822947001
run,0.0017472335468841002
anymore,0.0008736167734420501
er,0.008736167734420501
feels,0.0011648223645894002
heart,0.006988934187536401
irregular,0.0005824111822947001
times,0.0026208503203261502
started,0.0049504950495049506
##par,0.006988934187536401
##in,0.025917297612114153
inhibitor,0.0011648223645894002
pm,0.00844496214327315
ps,0.0023296447291788003
met,0.006697728596389051
##form,0.0005824111822947001
weeks,0.0049504950495049506
ago,0.006115317414094351
a1,0.00145602795573675
##c,0.027955736750145604
##kins,0.0005824111822947001
ed,0.0052417006406523005
208,0.008153756552125802
ch,0.016598718695398952
##otherapy,0.0008736167734420501
node,0.0008736167734420501
removal,0.0005824111822947001
##cu,0.004659289458357601
##rrence,0.0008736167734420501
treatment,0.0023296447291788003
surgery,0.006406523005241701
see,0.004076878276062901
extent,0.0005824111822947001
lu,0.0017472335468841002
cancer,0.0026208503203261502
right,0.009609784507862552
middle,0.0011648223645894002
lobe,0.0020384391380314504
##section,0.0011648223645894002
##eno,0.004076878276062901
##car,0.0011648223645894002
##cin,0.006697728596389051
209,0.00553290623179965
4,0.0378567268491555
##v,0.01601630751310425
knee,0.0008736167734420501
##uma,0.0005824111822947001
##din,0.0017472335468841002
months,0.0017472335468841002
happened,0.0011648223645894002
stopped,0.0029120559114735
b,0.034653465346534656
hem,0.006988934187536401
##uria,0.0034944670937682005
mi,0.012521840419336051
##gra,0.0008736167734420501
##ine,0.013977868375072802
headache,0.0023296447291788003
207,0.004659289458357601
##0,0.010774606872451952
early,0.0029120559114735
80,0.013104251601630751
ge,0.0032032615026208505
##rd,0.0026208503203261502
z,0.00786255096097845
##ant,0.005824111822947
pr,0.006697728596389051
##ppe,0.0011648223645894002
##nde,0.0005824111822947001
##ct,0.014269073966220153
##omy,0.006988934187536401
per,0.023878858474082703
##ito,0.0008736167734420501
##ni,0.0032032615026208505
##tis,0.005824111822947
8,0.028538147932440305
art,0.0029120559114735
##hr,0.0023296447291788003
##os,0.016598718695398952
##copic,0.0005824111822947001
su,0.010774606872451952
##ger,0.0020384391380314504
206,0.004368083867210251
##di,0.006115317414094351
##on,0.005824111822947
500,0.0034944670937682005
li,0.006406523005241701
20,0.017763541059988352
q,0.017181129877693654
##er,0.0168899242865463
##gies,0.0034944670937682005
##ash,0.0020384391380314504
tolerate,0.0008736167734420501
past,0.010483401281304601
shell,0.0005824111822947001
##fish,0.0005824111822947001
contrast,0.0005824111822947001
ct,0.012813046010483402
scan,0.0011648223645894002
without,0.0110658124635993
pre,0.0110658124635993
##med,0.0005824111822947001
##ica,0.0023296447291788003
##tion,0.006115317414094351
social,0.0020384391380314504
##cc,0.0052417006406523005
##upation,0.0008736167734420501
engineer,0.0005824111822947001
amazon,0.0005824111822947001
lives,0.005824111822947
children,0.0029120559114735
ke,0.0017472335468841002
##mmer,0.0005824111822947001
three,0.0005824111822947001
act,0.0005824111822947001
##ivity,0.0005824111822947001
walk,0.0037856726849155504
miles,0.0005824111822947001
day,0.00786255096097845
week,0.0032032615026208505
dr,0.013977868375072802
##ink,0.0005824111822947001
one,0.00844496214327315
cup,0.0005824111822947001
coffee,0.0011648223645894002
##oh,0.004076878276062901
##cca,0.0008736167734420501
##sional,0.0011648223645894002
tobacco,0.0029120559114735
den,0.00553290623179965
##ies,0.00902737332556785
il,0.004076878276062901
##licit,0.0008736167734420501
brother,0.0005824111822947001
red,0.00145602795573675
40,0.012521840419336051
father,0.0026208503203261502
age,0.006406523005241701
46,0.0032032615026208505
mother,0.004076878276062901
parkinson,0.0005824111822947001
deceased,0.0005824111822947001
please,0.0023296447291788003
refer,0.0005824111822947001
##tinent,0.0008736167734420501
negative,0.006988934187536401
general,0.006697728596389051
weakness,0.006697728596389051
skin,0.006406523005241701
##es,0.00902737332556785
##ru,0.0017472335468841002
##rit,0.0020384391380314504
changing,0.00145602795573675
mole,0.0005824111822947001
lump,0.00029120559114735004
lesions,0.004076878276062901
head,0.0037856726849155504
trauma,0.00145602795573675
eyes,0.0011648223645894002
recent,0.013395457192778102
visual,0.00145602795573675
changes,0.010774606872451952
discharge,0.0029120559114735
##se,0.007571345369831101
##pis,0.0005824111822947001
##ta,0.005824111822947
##xi,0.0049504950495049506
##bs,0.00902737332556785
##truction,0.0008736167734420501
##itis,0.0034944670937682005
mouth,0.0011648223645894002
sore,0.0011648223645894002
##sp,0.004659289458357601
##hee,0.0011648223645894002
##zing,0.00145602795573675
##th,0.009900990099009901
##ma,0.012521840419336051
##op,0.010483401281304601
##ty,0.0029120559114735
##sis,0.0023296447291788003
##yan,0.0005824111822947001
##osis,0.0023296447291788003
cp,0.007280139778683751
##gin,0.0020384391380314504
##nea,0.0029120559114735
peripheral,0.0011648223645894002
##ema,0.006697728596389051
murmur,0.0029120559114735
g,0.029702970297029705
abdominal,0.007280139778683751
con,0.012813046010483402
##ip,0.004659289458357601
##ation,0.0052417006406523005
frequency,0.0023296447291788003
urgency,0.0008736167734420501
##si,0.004659289458357601
##tan,0.0005824111822947001
##cy,0.005824111822947
mu,0.0011648223645894002
##los,0.0017472335468841002
##kel,0.0005824111822947001
##etal,0.00145602795573675
back,0.008153756552125802
joint,0.0026208503203261502
swelling,0.004076878276062901
stiff,0.0005824111822947001
def,0.00145602795573675
##orm,0.0005824111822947001
##ity,0.0034944670937682005
muscle,0.0020384391380314504
ache,0.0005824111822947001
##eur,0.0023296447291788003
##zzi,0.0017472335468841002
##vo,0.004076878276062901
##lu,0.004368083867210251
##ntary,0.0011648223645894002
movements,0.0011648223645894002
##ync,0.004076878276062901
##ope,0.004076878276062901
loss,0.0029120559114735
coordination,0.00145602795573675
motor,0.0029120559114735
para,0.0020384391380314504
##lysis,0.0020384391380314504
##am,0.009318578916715201
98,0.006697728596389051
83,0.0034944670937682005
regular,0.004659289458357601
147,0.0017472335468841002
84,0.004368083867210251
18,0.012521840419336051
sa,0.00553290623179965
##ad,0.004659289458357601
appropriate,0.0011648223645894002
##fort,0.0005824111822947001
##able,0.0034944670937682005
lying,0.0023296447291788003
flat,0.0034944670937682005
bed,0.0037856726849155504
##ee,0.0011648223645894002
nc,0.0023296447291788003
##rl,0.0023296447291788003
non,0.0110658124635993
##cter,0.0023296447291788003
##ic,0.018345952242283053
##cel,0.0005824111822947001
##era,0.0005824111822947001
##mm,0.0052417006406523005
clear,0.009609784507862552
ne,0.0157251019219569
soft,0.006115317414094351
##pp,0.0037856726849155504
##le,0.013977868375072802
thy,0.00145602795573675
##rome,0.0011648223645894002
##gal,0.0020384391380314504
car,0.006115317414094351
##ot,0.006988934187536401
pulses,0.00553290623179965
bilateral,0.00902737332556785
##ly,0.0180547466511357
au,0.00145602795573675
##lta,0.0005824111822947001
rate,0.0026208503203261502
normal,0.013395457192778102
displaced,0.0008736167734420501
##ave,0.0008736167734420501
##vp,0.0026208503203261502
cm,0.004659289458357601
ab,0.0023296447291788003
bow,0.004368083867210251
##el,0.00553290623179965
sounds,0.0029120559114735
ex,0.016598718695398952
##pan,0.0011648223645894002
mass,0.0023296447291788003
guarding,0.00145602795573675
organ,0.0011648223645894002
##ome,0.0026208503203261502
##xt,0.0017472335468841002
warm,0.0029120559114735
ul,0.0017472335468841002
##cer,0.004368083867210251
feet,0.0011648223645894002
##ls,0.0032032615026208505
br,0.007571345369831101
##uit,0.0017472335468841002
##oral,0.00145602795573675
##ids,0.00553290623179965
bi,0.006406523005241701
##lat,0.0037856726849155504
##ps,0.0023296447291788003
al,0.009318578916715201
##ert,0.0020384391380314504
oriented,0.0008736167734420501
ec,0.0023296447291788003
rhythm,0.0037856726849155504
79,0.0026208503203261502
axis,0.0026208503203261502
##w,0.005824111822947
##ten,0.004659289458357601
ii,0.00553290623179965
##wi,0.0029120559114735
iii,0.0017472335468841002
poor,0.0029120559114735
wave,0.0011648223645894002
progression,0.0011648223645894002
labs,0.006697728596389051
##bc,0.006406523005241701
11,0.014269073966220153
0,0.030285381479324403
th,0.00786255096097845
hc,0.004659289458357601
42,0.0029120559114735
41,0.004076878276062901
##gb,0.0026208503203261502
13,0.009318578916715201
rb,0.0011648223645894002
61,0.0049504950495049506
50,0.018637157833430402
90,0.007571345369831101
##lt,0.00786255096097845
36,0.006988934187536401
##8,0.011648223645894
150,0.00902737332556785
350,0.0005824111822947001
cum,0.0005824111822947001
mc,0.0032032615026208505
92,0.006406523005241701
100,0.016307513104251603
fl,0.0017472335468841002
33,0.006406523005241701
26,0.010192195690157252
34,0.0034944670937682005
##hc,0.0029120559114735
31,0.006115317414094351
37,0.0049504950495049506
12,0.019510774606872453
9,0.0180547466511357
14,0.009609784507862552
##od,0.007571345369831101
##um,0.015142690739662202
139,0.0023296447291788003
136,0.0017472335468841002
145,0.0017472335468841002
##mo,0.006406523005241701
##as,0.0037856726849155504
101,0.0020384391380314504
108,0.0020384391380314504
##rb,0.0037856726849155504
##io,0.0052417006406523005
27,0.006406523005241701
21,0.007571345369831101
##un,0.004368083867210251
dl,0.004368083867210251
cr,0.0026208503203261502
##ne,0.010774606872451952
##uc,0.004076878276062901
se,0.011648223645894
158,0.0011648223645894002
74,0.0032032615026208505
106,0.0017472335468841002
##lc,0.0005824111822947001
##ei,0.0017472335468841002
110,0.0011648223645894002
##gp,0.0005824111822947001
44,0.0034944670937682005
##il,0.0017472335468841002
##ir,0.004076878276062901
##bi,0.00145602795573675
##ec,0.008153756552125802
##ol,0.013395457192778102
##ro,0.006988934187536401
151,0.0005824111822947001
140,0.0020384391380314504
200,0.006115317414094351
##ri,0.0037856726849155504
70,0.011939429237041351
hd,0.0023296447291788003
39,0.0023296447291788003
130,0.004076878276062901
k,0.0052417006406523005
182,0.0005824111822947001
174,0.0005824111822947001
##mb,0.0029120559114735
ng,0.00145602795573675
##po,0.00786255096097845
##la,0.0049504950495049506
##sm,0.004368083867210251
##mme,0.0008736167734420501
sec,0.0005824111822947001
340,0.0005824111822947001
306,0.0011648223645894002
jan,0.0005824111822947001
access,0.007571345369831101
72,0.0052417006406523005
##75,0.0011648223645894002
##rea,0.0029120559114735
##tine,0.0026208503203261502
ki,0.0005824111822947001
##nas,0.0008736167734420501
60,0.00786255096097845
400,0.0023296447291788003
##nz,0.0023296447291788003
##yme,0.0005824111822947001
##rop,0.005824111822947
##oni,0.0005824111822947001
25,0.010483401281304601
00,0.004368083867210251
##me,0.007280139778683751
episode,0.00786255096097845
##sv,0.0005824111822947001
currently,0.009318578916715201
##ril,0.0052417006406523005
mb,0.0023296447291788003
already,0.00145602795573675
peaked,0.00145602795573675
remains,0.0011648223645894002
##ody,0.0005824111822947001
##nam,0.0005824111822947001
##ically,0.0005824111822947001
stable,0.0049504950495049506
##ch,0.00553290623179965
el,0.0029120559114735
##ev,0.0008736167734420501
appears,0.004368083867210251
give,0.0049504950495049506
due,0.0026208503203261502
mild,0.010483401281304601
trans,0.006115317414094351
##ami,0.00145602795573675
##tin,0.0020384391380314504
##ue,0.0049504950495049506
holding,0.0034944670937682005
##lav,0.0023296447291788003
##ix,0.0034944670937682005
given,0.020384391380314504
vessel,0.00145602795573675
disease,0.009318578916715201
need,0.004076878276062901
plan,0.007280139778683751
midnight,0.0011648223645894002
tonight,0.0011648223645894002
add,0.0017472335468841002
ac,0.0037856726849155504
ar,0.0008736167734420501
##yp,0.0005824111822947001
card,0.006697728596389051
##iac,0.0034944670937682005
##abe,0.0005824111822947001
##tic,0.007280139778683751
diet,0.008736167734420501
##utrition,0.0005824111822947001
consul,0.0011648223645894002
teaching,0.0005824111822947001
##ft,0.0023296447291788003
##ren,0.0017472335468841002
##ex,0.0011648223645894002
##ium,0.0026208503203261502
pen,0.0032032615026208505
##ding,0.00145602795573675
results,0.0011648223645894002
trenton,0.0005824111822947001
253,0.0005824111822947001
##29,0.0008736167734420501
04,0.0020384391380314504
reason,0.0020384391380314504
vascular,0.0034944670937682005
##ep,0.0037856726849155504
##ologist,0.0005824111822947001
bianca,0.0005824111822947001
lowe,0.0005824111822947001
md,0.007280139778683751
present,0.004076878276062901
##ln,0.0011648223645894002
##ess,0.0011648223645894002
29,0.007571345369831101
year,0.00553290623179965
old,0.004076878276062901
young,0.0005824111822947001
woman,0.0037856726849155504
end,0.0034944670937682005
stage,0.0005824111822947001
status,0.006115317414094351
post,0.0032032615026208505
two,0.005824111822947
failed,0.0008736167734420501
transplant,0.0005824111822947001
##ial,0.0032032615026208505
multiple,0.006988934187536401
problems,0.0023296447291788003
referred,0.0011648223645894002
kidney,0.0017472335468841002
##up,0.0023296447291788003
##tured,0.0005824111822947001
##ted,0.0032032615026208505
thigh,0.0008736167734420501
##raft,0.0029120559114735
##thy,0.0017472335468841002
##roid,0.0020384391380314504
##tom,0.0020384391380314504
##dication,0.004076878276062901
##dn,0.0005824111822947001
##ison,0.0005824111822947001
daily,0.0052417006406523005
##lant,0.0005824111822947001
te,0.0049504950495049506
##ret,0.0005824111822947001
250,0.004659289458357601
##oc,0.009609784507862552
##ap,0.0017472335468841002
tablet,0.0005824111822947001
##co,0.0049504950495049506
tablets,0.0005824111822947001
##rn,0.004368083867210251
dem,0.0011648223645894002
##ero,0.00145602795573675
le,0.0037856726849155504
##va,0.0029120559114735
##quin,0.0017472335468841002
##tri,0.004659289458357601
##but,0.00145602795573675
##ory,0.0026208503203261502
review,0.0020384391380314504
systems,0.00145602795573675
complete,0.0005824111822947001
otherwise,0.0037856726849155504
un,0.004659289458357601
##rem,0.0017472335468841002
##ark,0.0005824111822947001
medical,0.00844496214327315
relevant,0.0005824111822947001
physical,0.0023296447291788003
##fe,0.0034944670937682005
##bri,0.0011648223645894002
sk,0.0005824111822947001
dry,0.006406523005241701
ben,0.0008736167734420501
##ign,0.0008736167734420501
##pathy,0.0008736167734420501
##om,0.0029120559114735
open,0.0034944670937682005
wound,0.005824111822947
previous,0.0034944670937682005
operation,0.0005824111822947001
total,0.0029120559114735
##cision,0.0011648223645894002
chemistry,0.0029120559114735
##nts,0.0008736167734420501
weekly,0.0005824111822947001
dial,0.0005824111822947001
##las,0.0005824111822947001
##dium,0.006115317414094351
133,0.0008736167734420501
135,0.0037856726849155504
mm,0.007571345369831101
po,0.004076878276062901
##tas,0.0011648223645894002
##sium,0.0011648223645894002
##lor,0.0023296447291788003
95,0.0052417006406523005
carbon,0.0005824111822947001
##oxide,0.0023296447291788003
22,0.00844496214327315
23,0.00553290623179965
ni,0.0049504950495049506
##tro,0.004659289458357601
##gen,0.0037856726849155504
##cos,0.0005824111822947001
67,0.004659289458357601
##mat,0.0011648223645894002
##ology,0.0023296447291788003
det,0.0023296447291788003
##ail,0.0011648223645894002
##vi,0.0034944670937682005
##q,0.0052417006406523005
##ui,0.0020384391380314504
apr,0.0005824111822947001
47,0.0029120559114735
##30,0.0005824111822947001
##37,0.0005824111822947001
test,0.006406523005241701
des,0.0034944670937682005
##cription,0.0005824111822947001
##sul,0.0023296447291788003
flags,0.0005824111822947001
range,0.0017472335468841002
units,0.0037856726849155504
19,0.006988934187536401
##mp,0.005824111822947
##ression,0.0023296447291788003
plans,0.0011648223645894002
im,0.0005824111822947001
##mu,0.0011648223645894002
##no,0.004368083867210251
##com,0.0029120559114735
##rom,0.0026208503203261502
##ised,0.0005824111822947001
synthetic,0.0005824111822947001
good,0.004659289458357601
option,0.0011648223645894002
##position,0.0005824111822947001
##asi,0.00145602795573675
##lic,0.004076878276062901
vein,0.0011648223645894002
construction,0.0005824111822947001
fist,0.0005824111822947001
##ula,0.0017472335468841002
indicated,0.0005824111822947001
##est,0.0052417006406523005
##hesia,0.0005824111822947001
thank,0.0005824111822947001
allowing,0.0005824111822947001
participate,0.0005824111822947001
care,0.0037856726849155504
patient,0.009609784507862552
questions,0.0011648223645894002
concerns,0.0005824111822947001
feel,0.00145602795573675
contact,0.0011648223645894002
time,0.00902737332556785
otto,0.0011648223645894002
sc,0.0023296447291788003
##hm,0.0005824111822947001
##itt,0.0008736167734420501
03,0.005824111822947
internal,0.0026208503203261502
medicine,0.0029120559114735
##mit,0.0037856726849155504
note,0.00844496214327315
name,0.00553290623179965
##aul,0.0005824111822947001
##kner,0.0008736167734420501
yan,0.0005824111822947001
##del,0.0005824111822947001
##mission,0.0034944670937682005
94,0.007280139778683751
ya,0.0017472335468841002
carlos,0.0005824111822947001
son,0.004076878276062901
62,0.0029120559114735
278,0.0011648223645894002
71,0.0011648223645894002
id,0.004659289458357601
69,0.0008736167734420501
yo,0.005824111822947
complicated,0.0017472335468841002
##hab,0.0034944670937682005
likely,0.015433896330809552
##piration,0.006406523005241701
event,0.0032032615026208505
data,0.0023296447291788003
66,0.008736167734420501
events,0.0029120559114735
summarized,0.0011648223645894002
vanderbilt,0.0005824111822947001
university,0.0005824111822947001
notable,0.0008736167734420501
following,0.0049504950495049506
##lar,0.004659289458357601
##ket,0.0005824111822947001
##otic,0.0011648223645894002
##gly,0.0020384391380314504
bs,0.006115317414094351
1400,0.0011648223645894002
noted,0.00553290623179965
cool,0.0005824111822947001
##che,0.007571345369831101
##mic,0.004368083867210251
1300,0.0005824111822947001
24,0.006988934187536401
dc,0.0032032615026208505
##vas,0.0026208503203261502
##cular,0.0023296447291788003
course,0.0037856726849155504
ruled,0.0011648223645894002
peak,0.0017472335468841002
96,0.0032032615026208505
##be,0.0011648223645894002
pt,0.0110658124635993
discovery,0.0005824111822947001
possible,0.005824111822947
em,0.004076878276062901
##bol,0.0008736167734420501
##og,0.0011648223645894002
limb,0.0011648223645894002
development,0.0005824111822947001
##oper,0.0023296447291788003
##ative,0.0029120559114735
compartment,0.0011648223645894002
syndrome,0.0020384391380314504
requiring,0.0017472335468841002
##cio,0.0005824111822947001
##it,0.0049504950495049506
##iti,0.0023296447291788003
##vity,0.00145602795573675
management,0.0026208503203261502
phelps,0.0008736167734420501
##tub,0.0011648223645894002
##int,0.0026208503203261502
##uba,0.0005824111822947001
inability,0.0005824111822947001
protect,0.0005824111822947001
air,0.0037856726849155504
##way,0.0008736167734420501
##na,0.0110658124635993
sep,0.0005824111822947001
press,0.0005824111822947001
##ors,0.0017472335468841002
##sa,0.0020384391380314504
sept,0.0005824111822947001
lung,0.0029120559114735
##onia,0.0005824111822947001
##udo,0.0008736167734420501
##mona,0.00145602795573675
##iel,0.0005824111822947001
##ff,0.0037856726849155504
##ult,0.0026208503203261502
vent,0.0020384391380314504
##ani,0.0005824111822947001
##rac,0.0017472335468841002
##ost,0.0026208503203261502
placement,0.0023296447291788003
eventual,0.0005824111822947001
de,0.008153756552125802
##can,0.0005824111822947001
##ulation,0.0011648223645894002
##ure,0.0026208503203261502
swallowing,0.0005824111822947001
trials,0.0005824111822947001
tube,0.00145602795573675
ren,0.00145602795573675
failure,0.004368083867210251
improved,0.0029120559114735
decreased,0.0034944670937682005
##ures,0.0008736167734420501
##junct,0.0008736167734420501
##iv,0.0005824111822947001
bacterial,0.0005824111822947001
##ht,0.0026208503203261502
##hal,0.0011648223645894002
##ou,0.0005824111822947001
chronic,0.00553290623179965
wounds,0.0052417006406523005
infection,0.0049504950495049506
decision,0.0005824111822947001
treat,0.0029120559114735
##if,0.0020384391380314504
##amp,0.0005824111822947001
ba,0.0052417006406523005
##rim,0.0029120559114735
episodes,0.0017472335468841002
##esis,0.0020384391380314504
cough,0.00786255096097845
gag,0.0005824111822947001
##ging,0.0005824111822947001
sat,0.0017472335468841002
ra,0.008153756552125802
##of,0.0017472335468841002
##ran,0.0017472335468841002
developed,0.0005824111822947001
severe,0.0037856726849155504
##pox,0.00145602795573675
43,0.0011648223645894002
##metry,0.0005824111822947001
van,0.0023296447291788003
##lind,0.0008736167734420501
comb,0.0005824111822947001
##ive,0.006406523005241701
##ug,0.0005824111822947001
nausea,0.0037856726849155504
also,0.011648223645894
##tens,0.0005824111822947001
##her,0.0017472335468841002
##ara,0.0008736167734420501
##cts,0.0008736167734420501
##ere,0.0005824111822947001
##bro,0.0017472335468841002
accident,0.0005824111822947001
##ept,0.0005824111822947001
bleeding,0.006697728596389051
##den,0.0005824111822947001
##arte,0.0005824111822947001
##re,0.006406523005241701
january,0.0017472335468841002
##vd,0.0017472335468841002
transfer,0.00145602795573675
##12,0.0026208503203261502
tu,0.0029120559114735
fe,0.0032032615026208505
##eds,0.0005824111822947001
##smo,0.0011648223645894002
##lite,0.0005824111822947001
##tat,0.0017472335468841002
spit,0.0005824111822947001
##rove,0.00145602795573675
##eb,0.0008736167734420501
##ry,0.0049504950495049506
op,0.004076878276062901
##log,0.00145602795573675
##ment,0.0023296447291788003
ds,0.00145602795573675
las,0.0023296447291788003
cola,0.00145602795573675
##aro,0.0005824111822947001
##xy,0.0026208503203261502
reg,0.0011648223645894002
##land,0.0005824111822947001
proto,0.00145602795573675
000,0.0011648223645894002
600,0.0023296447291788003
si,0.0034944670937682005
##vid,0.0005824111822947001
##ci,0.004659289458357601
##tra,0.0034944670937682005
##con,0.0017472335468841002
sh,0.004368083867210251
river,0.0005824111822947001
pack,0.0017472335468841002
smoking,0.0029120559114735
quit,0.0023296447291788003
drinking,0.0011648223645894002
30,0.015142690739662202
years,0.004659289458357601
uncomfortable,0.0005824111822947001
##ally,0.0005824111822947001
ill,0.0017472335468841002
appearing,0.0011648223645894002
speech,0.0017472335468841002
breath,0.004076878276062901
##cle,0.0023296447291788003
##ra,0.0052417006406523005
##ict,0.00145602795573675
##eric,0.00145602795573675
tongue,0.0011648223645894002
cracked,0.0005824111822947001
neck,0.00553290623179965
##let,0.0017472335468841002
##hor,0.0005824111822947001
site,0.0023296447291788003
healed,0.00145602795573675
coarse,0.0005824111822947001
##hon,0.0008736167734420501
##chi,0.0029120559114735
throughout,0.0011648223645894002
scattered,0.0008736167734420501
##zes,0.0008736167734420501
faint,0.0011648223645894002
murmurs,0.0008736167734420501
abd,0.007280139778683751
masses,0.0032032615026208505
club,0.0011648223645894002
##bing,0.0008736167734420501
shallow,0.0005824111822947001
toes,0.0011648223645894002
black,0.0017472335468841002
sleepy,0.0005824111822947001
##rouse,0.0005824111822947001
easily,0.0011648223645894002
voice,0.0011648223645894002
